level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1098	1600	-1	
2	1	1	0	0	0	39	50	954	1436	-1	
3	1	1	1	0	0	137	50	811	494	-1	
4	1	1	1	1	0	137	50	336	32	-1	
5	1	1	1	1	1	137	51	16	17	88.725952	2,
5	1	1	1	1	2	196	50	51	19	31.435575	AABC
5	1	1	1	1	3	257	53	103	20	31.435575	~ADAC
5	1	1	1	1	4	387	59	34	22	84.468552	[By
5	1	1	1	1	5	432	61	41	21	90.211365	AA]
4	1	1	1	2	0	222	86	529	29	-1	
5	1	1	1	2	1	222	91	40	23	41.925816	AC
5	1	1	1	2	2	309	93	31	18	0.000000	BC
5	1	1	1	2	3	510	86	11	13	60.597984	A
5	1	1	1	2	4	740	96	11	13	86.488586	A
4	1	1	1	3	0	171	108	173	31	-1	
5	1	1	1	3	1	171	108	88	27	28.552795	anc
5	1	1	1	3	2	277	117	13	3	66.603233	=
5	1	1	1	3	3	304	114	40	25	70.817497	Ac
4	1	1	1	4	0	170	145	231	27	-1	
5	1	1	1	4	1	170	153	22	11	89.186630	=
5	1	1	1	4	2	219	145	114	24	87.217186	AC?=DC
5	1	1	1	4	3	345	157	11	12	91.631088	x
5	1	1	1	4	4	369	153	32	19	91.631088	BC
4	1	1	1	5	0	400	225	548	39	-1	
5	1	1	1	5	1	400	225	15	39	0.000000	ee
5	1	1	1	5	2	705	241	35	13	37.341732	fom)
5	1	1	1	5	3	936	247	12	13	77.620583	c
4	1	1	1	6	0	137	292	614	32	-1	
5	1	1	1	6	1	137	304	10	19	67.457375	3.
5	1	1	1	6	2	169	303	76	18	88.786789	ABAD
5	1	1	1	6	3	255	288	16	46	91.711220	~
5	1	1	1	6	4	280	304	16	18	92.993340	A
5	1	1	1	6	5	306	306	53	18	92.993340	ACD
5	1	1	1	6	6	675	292	11	13	26.122389	h
5	1	1	1	6	7	740	296	11	14	53.359032	stop
4	1	1	1	7	0	150	310	618	53	-1	
5	1	1	1	7	1	150	318	3	4	23.724522	4
5	1	1	1	7	2	225	343	117	20	27.461004	ks
5	1	1	1	7	3	385	310	35	22	96.202469	[By
5	1	1	1	7	4	431	312	40	21	93.050133	AA]
5	1	1	1	7	5	747	317	21	25	19.215832	b>
4	1	1	1	8	0	169	361	176	30	-1	
5	1	1	1	8	1	169	361	92	27	0.000000	aeDG
5	1	1	1	8	2	277	365	14	8	16.953831	ce
5	1	1	1	8	3	304	366	41	25	65.905251	AD
4	1	1	1	9	0	169	398	445	47	-1	
5	1	1	1	9	1	169	406	23	13	82.957741	=>
5	1	1	1	9	2	218	398	43	21	0.000000	AD?
5	1	1	1	9	3	272	403	82	19	0.000000	=BDx
5	1	1	1	9	4	365	406	35	18	90.363831	DC
5	1	1	1	9	5	600	424	14	21	59.640320	4
4	1	1	1	10	0	584	426	171	28	-1	
5	1	1	1	10	1	584	426	23	28	36.580765	L\
5	1	1	1	10	2	671	438	9	9	36.181541	o
5	1	1	1	10	3	747	440	8	9	27.483664	Oo
4	1	1	1	11	0	571	439	374	30	-1	
5	1	1	1	11	1	571	439	10	14	91.615395	B
5	1	1	1	11	2	686	441	66	28	10.215263	~_
5	1	1	1	11	3	908	441	37	18	64.239655	No
4	1	1	1	12	0	412	518	194	26	-1	
5	1	1	1	12	1	412	518	127	22	92.455452	EXERCISE
5	1	1	1	12	2	552	523	54	21	92.148651	15(B)
3	1	1	2	0	0	40	575	923	117	-1	
4	1	1	2	1	0	40	575	923	25	-1	
5	1	1	2	1	1	40	585	11	14	75.786758	1.
5	1	1	2	1	2	62	578	74	21	96.645203	Multiple
5	1	1	2	1	3	146	576	64	16	96.645203	Choice
5	1	1	2	1	4	220	575	46	20	93.174408	Type
5	1	1	2	1	5	278	581	3	10	92.638176	:
5	1	1	2	1	6	951	587	12	13	92.167679	D
4	1	1	2	2	0	63	593	874	44	-1	
5	1	1	2	2	1	63	612	63	16	96.207169	Choose
5	1	1	2	2	2	137	608	26	16	96.820686	the
5	1	1	2	2	3	173	610	64	12	94.413589	correct
5	1	1	2	2	4	249	611	67	12	96.873940	answer
5	1	1	2	2	5	327	608	44	16	96.465622	from
5	1	1	2	2	6	383	610	28	16	96.698494	the
5	1	1	2	2	7	422	612	68	19	96.932068	options
5	1	1	2	2	8	882	593	55	44	41.184326	Eze
4	1	1	2	3	0	63	623	815	39	-1	
5	1	1	2	3	1	63	638	43	21	95.782173	given
5	1	1	2	3	2	115	634	53	18	96.264435	below.
5	1	1	2	3	3	583	649	12	13	41.300606	A
5	1	1	2	3	4	818	623	60	36	38.157448	ge
4	1	1	2	4	0	64	663	882	36	-1	
5	1	1	2	4	1	64	674	20	18	96.473236	(a)
5	1	1	2	4	2	102	672	14	15	96.473236	In
5	1	1	2	4	3	127	668	65	21	96.834946	triangle
5	1	1	2	4	4	201	668	49	16	93.288124	ABC,
5	1	1	2	4	5	260	668	64	16	90.030060	ZBAC
5	1	1	2	4	6	333	676	12	6	96.902229	=
5	1	1	2	4	7	355	670	30	16	96.004662	90°
5	1	1	2	4	8	396	672	31	15	96.973335	and
5	1	1	2	4	9	436	673	31	14	96.835472	AD
5	1	1	2	4	10	477	673	13	15	95.775009	is
5	1	1	2	4	11	784	671	14	28	26.325073	i?
5	1	1	2	4	12	936	663	10	14	0.000000	s
3	1	1	3	0	0	63	694	930	621	-1	
4	1	1	3	1	0	100	694	390	25	-1	
5	1	1	3	1	1	100	695	117	24	94.695145	perpendicular
5	1	1	3	1	2	226	697	15	13	96.280159	to
5	1	1	3	1	3	251	694	35	16	96.280159	side
5	1	1	3	1	4	296	695	33	16	96.454613	BC.
5	1	1	3	1	5	339	696	75	21	96.688339	Triangle
5	1	1	3	1	6	422	698	46	16	96.928291	ABD
5	1	1	3	1	7	478	699	12	15	96.837318	is
4	1	1	3	2	0	100	721	252	21	-1	
5	1	1	3	2	1	100	723	58	17	94.535660	similar
5	1	1	3	2	2	166	725	15	13	96.890015	to
5	1	1	3	2	3	189	721	66	20	96.806862	triangle
5	1	1	3	2	4	264	721	45	16	95.947876	CBA
5	1	1	3	2	5	318	722	21	20	93.260902	by
5	1	1	3	2	6	349	728	3	10	85.004234	:
4	1	1	3	3	0	105	753	456	34	-1	
5	1	1	3	3	1	105	756	17	18	94.138649	(i)
5	1	1	3	3	2	136	754	37	16	96.156288	SAS
5	1	1	3	3	3	277	753	26	17	87.628052	(ii)
5	1	1	3	3	4	316	754	44	15	96.186111	ASA
5	1	1	3	3	5	549	774	12	13	42.553444	é
4	1	1	3	4	0	93	784	454	36	-1	
5	1	1	3	4	1	93	787	29	19	91.361435	(iii)
5	1	1	3	4	2	136	785	45	17	96.121689	AAA
5	1	1	3	4	3	272	784	31	18	93.289627	(iv)
5	1	1	3	4	4	316	784	42	16	93.152229	RHS
5	1	1	3	4	5	540	807	7	13	22.157164	;
4	1	1	3	5	0	537	808	455	21	-1	
5	1	1	3	5	1	537	819	15	3	80.793152	3.
5	1	1	3	5	2	565	808	16	15	96.495186	In
5	1	1	3	5	3	591	808	26	15	96.950272	the
5	1	1	3	5	4	626	808	48	20	96.632889	given
5	1	1	3	5	5	684	808	57	21	93.290886	figure,
5	1	1	3	5	6	750	809	87	19	86.040611	AB//DC,
5	1	1	3	5	7	847	810	29	16	96.546906	BO
5	1	1	3	5	8	885	817	12	6	96.474770	=
5	1	1	3	5	9	906	811	10	16	96.474770	6
5	1	1	3	5	10	925	816	26	11	96.462311	cm
5	1	1	3	5	11	961	811	31	16	96.537277	and
4	1	1	3	6	0	64	819	663	23	-1	
5	1	1	3	6	1	64	824	22	17	91.889977	(b)
5	1	1	3	6	2	102	822	13	16	96.815735	If
5	1	1	3	6	3	130	821	19	16	94.231277	AE
5	1	1	3	6	4	160	826	8	7	94.231277	=
5	1	1	3	6	5	178	820	18	16	95.758202	10
5	1	1	3	6	6	204	824	31	11	95.937721	cm,
5	1	1	3	6	7	247	819	23	15	96.900162	BD
5	1	1	3	6	8	282	825	8	6	96.730423	=
5	1	1	3	6	9	303	819	7	15	96.730423	8
5	1	1	3	6	10	321	824	21	10	96.120819	cm
5	1	1	3	6	11	357	820	31	15	96.458252	and
5	1	1	3	6	12	604	840	12	2	28.775120	a
5	1	1	3	6	13	674	839	2	3	0.000000	.
4	1	1	3	7	0	101	834	729	45	-1	
5	1	1	3	7	1	101	848	26	16	96.927795	BC
5	1	1	3	7	2	135	854	11	6	96.367004	=
5	1	1	3	7	3	156	847	19	15	94.659035	10
5	1	1	3	7	4	183	851	30	11	94.659035	cm,
5	1	1	3	7	5	222	845	36	16	96.917824	then
5	1	1	3	7	6	267	845	29	16	96.735039	AB
5	1	1	3	7	7	305	845	14	15	96.910774	is
5	1	1	3	7	8	327	846	48	19	96.942520	equal
5	1	1	3	7	9	384	848	16	13	90.652374	to
5	1	1	3	7	10	410	851	3	10	90.652374	:
5	1	1	3	7	11	473	866	10	13	0.000000	z
5	1	1	3	7	12	564	834	31	19	86.967697	DQ
5	1	1	3	7	13	604	844	12	2	86.967697	=
5	1	1	3	7	14	626	834	9	16	93.211082	8
5	1	1	3	7	15	645	839	32	12	80.426102	cm;
5	1	1	3	7	16	688	834	39	16	96.611320	find:
5	1	1	3	7	17	738	835	26	15	93.856705	BP
